Area,Bedrooms,Age,Price
4507,7,0,25034220
3909,7,36,21129010
3712,6,38,19457407
4237,7,32,22381296
3540,4,12,18758175
2722,5,5,15138391
3237,3,34,16638490
1793,3,2,10063215
2014,2,16,10157970
4154,7,32,22454914
3574,6,34,18721125
4278,6,13,23562695
3938,6,10,21822476
2565,3,13,13306519
4577,6,4,25357832
2534,2,4,13105126
4280,6,3,23170066
2550,4,5,13655167
1156,1,16,6064981
1778,3,16,9579734
2680,4,3,14520062
2240,4,9,12125499
3199,3,8,16893764
3984,7,27,21696966
683,2,3,3852495
3504,5,23,18971438
2233,4,30,11853584
3131,5,39,16269652
2473,2,20,12744892
4935,8,9,26850041
4156,7,0,23312122
1403,3,18,7409151
3258,6,4,17745770
1128,1,29,5389364
1984,4,10,10652030
4505,5,29,23476712
4160,6,18,22257262
3928,6,20,20860195
2128,2,23,10456439
3907,6,34,20962052
2947,4,23,15589362
2638,5,16,14254907
2939,3,6,15574923
3855,5,7,21038743
813,1,32,3747927
2642,4,25,14253935
3702,5,40,18790386
4065,7,15,22584933
1006,1,16,5266392
4645,6,26,25036638
4983,8,15,27456860
979,1,8,4713997
2153,3,16,11692203
2229,3,13,12113243
2896,5,8,16234412
2680,4,25,14141005
4657,6,8,25505114
4372,6,17,23269430
2263,4,22,11784056
3555,6,17,19116464
3193,5,29,16438165
1381,1,39,5967068
4436,5,8,24075241
615,1,17,2871192
3514,4,31,18013149
2624,4,14,14425241
4576,8,1,25771969
2660,4,20,13883657
3457,4,40,17998559
1990,4,18,11002818
4634,8,40,24936809
2645,5,37,13906760
2902,5,31,15149882
2226,4,9,12584909
2947,4,10,15864900
1110,2,31,4906722
3248,5,30,17327275
2047,4,34,10215588
1984,4,11,10574913
3625,5,8,20002882
4365,5,26,22727941
1211,2,21,6144441
1214,1,36,5395554
1612,3,17,8831116
696,2,22,3168905
4303,5,18,22901896
4712,7,37,24666890
3990,5,24,20756825
3119,3,2,16724084
4322,6,32,22689768
4759,8,38,25572424
885,1,40,3809121
3854,5,8,21008708
1156,1,30,5608250
3838,4,15,20547133
1213,1,26,5713264
2947,3,15,15818289
4593,7,28,24774247
2285,3,27,11449104
2674,5,27,14329215
1855,1,13,9415042
787,1,8,3963262
1933,3,17,10492566
2463,4,22,12700699
4991,6,20,26918188
3154,4,17,16978117
3363,4,38,17069434
3099,5,31,16314101
3550,6,20,18823011
1147,1,4,5876782
2698,3,3,14874279
4171,5,35,21518516
3974,6,22,21619925
3956,7,2,22124931
3614,6,6,19592824
4132,5,33,21545141
4373,6,29,23173562
3231,5,3,17698795
2318,2,22,11568437
4094,5,8,21952541
2209,3,8,11739192
4050,5,12,22084217
1002,1,30,4519923
2412,4,22,13022831
2690,4,11,14150760
2308,2,7,12545613
683,1,24,3069953
4127,7,24,22482643
3646,5,26,19151658
4626,8,5,25945193
735,2,9,3961688
1613,3,0,9036263
3695,4,8,19825340
2940,5,9,16332064
2610,3,21,13814215
2867,4,22,14808455
2189,2,0,12180271
2949,4,31,15104866
1721,3,26,8560423
3223,3,2,17649707
4156,6,7,22453700
1209,1,40,5583346
1011,2,25,5034311
4023,5,9,21575260
761,2,17,4265114
3026,3,34,15569137
4332,7,31,23208967
2781,4,31,14719204
686,2,26,2946836
2453,4,7,13452465
4742,6,35,25224667
2618,3,27,13470624
3492,6,22,18823580
3106,5,40,16252112
4265,5,8,22835833
4130,7,22,22209102
4399,5,9,23372847
2981,4,34,15356768
2207,4,18,11745275
3005,3,36,15357964
3676,5,33,19243861
4093,6,24,22012505
4253,7,31,22636450
3926,6,23,21391288
4345,6,22,23202628
4911,6,21,25907448
4150,5,13,22054193
3066,5,15,16939797
3642,4,22,18799066
891,2,20,4372964
2858,5,25,15601623
2433,3,7,13213829
2906,4,2,16162617
4184,6,25,22128956
970,1,22,4244253
2173,3,34,10952152
4000,5,36,20686077
1243,1,5,6447557
4462,7,13,24109610
2058,4,33,10315551
1381,3,32,6615523
4079,7,15,22187205
2227,3,12,12131233
2582,3,20,13648145
4894,6,16,26129049
4203,5,24,22299339
1320,3,6,7049955
882,1,7,4965064
3345,6,32,17636094
4838,8,19,26459172
4353,7,26,23190769
3849,6,1,21307493
3370,6,29,18249351
3853,4,34,20202969
1291,1,18,6392624
2476,4,9,13879388
2262,2,21,11716287
4899,7,30,26128758
865,1,36,3899780
2268,3,18,11901582
4451,7,18,24147742
4744,6,15,25389750
3737,6,10,20580451
3448,4,5,18281459
1070,1,11,5344583
4460,6,4,24269987
1523,3,36,7177851
1299,1,34,6267681
2033,2,35,9867202
1013,1,10,4885040
2383,2,21,12402797
4180,5,31,21580015
3500,4,26,18116139
4795,7,36,25157315
3551,4,9,18789574
670,1,1,3748533
4957,8,16,26869792
1980,2,25,10063058
926,2,2,5099581
1085,1,23,4907113
4203,5,30,22118363
4917,7,35,26134277
3194,3,14,16730376
3776,6,29,20389817
4597,8,2,25525941
4264,7,32,22360269
4906,6,26,26429518
1695,1,38,7954827
2631,3,19,13865162
3755,5,29,19663608
3653,6,0,20586915
2256,2,20,11545026
4229,5,29,22047021
2111,3,16,11231369
2844,4,7,15247496
921,1,13,4387473
1066,2,16,5426291
3966,6,33,21194735
3452,4,3,18522384
4941,8,2,27217866
2179,3,20,11300838
1517,2,18,7553740
3234,4,29,16624025
4140,5,5,22276823
3662,6,14,19949047
2356,2,26,12199491
726,1,4,3855302
1042,1,9,5280309
1224,1,23,5527102
3375,5,39,17208736
1232,2,5,6548960
3760,4,32,19143664
1866,2,9,9971239
2412,4,1,13084750
3879,5,29,20262014
4836,8,10,26341566
3602,6,40,18668342
846,1,23,3866683
1789,3,19,9045251
3325,6,35,17458661
1030,1,31,4443922
4490,5,4,24412073
4175,5,15,22624742
4141,6,33,21579839
1588,1,34,7810201
702,1,2,3768749
4844,6,9,26067720
2049,2,23,10758186
3732,4,12,19860513
3975,7,10,21895575
3338,6,7,18813765
4807,8,34,25693795
2420,4,39,12085664
2478,2,29,12558989
1516,2,16,7657483
4428,6,4,24060956
4427,5,5,23610182
1432,1,39,6434311
2645,5,33,14173340
2850,5,24,15113575
2006,2,10,10892548
832,2,16,4073049
1125,1,16,5905536
4883,6,23,25642165
3012,3,27,15892446
3548,6,32,18671851
3106,3,25,15684948
944,2,9,4925956
4552,6,12,24958556
2411,2,1,12610868
2027,3,31,10643941
4721,6,31,25319945
3113,3,18,16520679
4099,5,11,21887854
2244,3,12,11881409
3386,4,10,18001609
2807,5,38,14390235
3922,6,40,20304795
3543,6,24,19238023
3577,5,40,18274011
3442,4,40,17828080
3022,5,11,16842145
3734,5,39,19106418
2814,5,5,15731416
1844,1,5,9259940
2360,2,40,11481328
4209,5,32,22189307
2092,2,14,10993617
4919,6,1,27032243
1313,3,26,6563304
1301,1,23,6502212
761,2,9,4281823
1467,1,32,6880214
3989,5,26,21096455
2530,2,0,13925376
4434,7,11,24357721
2458,3,39,12034438
1243,1,5,6302606
670,1,31,2480176
3319,4,28,17208127
2297,2,33,11104146
2209,2,35,11015071
820,2,28,3656126
4255,5,16,22823061
2231,4,20,11649201
2615,3,27,13806342
4198,6,6,22749510
4037,7,5,22456776
3905,7,26,20865078
2611,4,21,14099720
2048,2,8,10728247
2228,2,16,11769472
1610,3,15,8943672
2886,5,31,15320719
3062,5,29,16333957
962,2,40,4267316
1976,2,35,9966507
4609,8,20,24789406
3070,4,32,15533665
4640,8,15,25081569
3983,5,24,20944087
4457,7,19,23827054
4134,7,25,21890502
752,2,32,3240167
2757,5,4,14992962
4952,6,25,26664672
1851,2,2,9846584
2820,5,15,15519425
1541,2,39,6959379
3078,3,28,15447454
2901,3,35,14613503
1674,2,31,8539672
4961,6,18,26883078
1067,1,6,5234854
1785,3,8,9954711
3885,4,40,20129694
2254,4,29,11552115
1148,2,18,5746300
4498,5,27,23281764
3839,5,11,20827484
5000,6,39,26279840
3232,3,3,17560106
858,1,25,4261391
3646,4,25,19008390
2700,5,4,15038898
2359,4,13,12724392
2326,2,40,11687219
4893,7,22,26030380
1902,3,5,10783386
1340,2,28,6762181
4459,5,40,22890608
2150,3,22,11251830
3254,6,16,17511690
1901,3,4,10388520
1964,4,40,10220669
4827,8,34,25838356
4875,6,6,26709372
2159,2,13,11225566
1664,3,38,8275320
2396,2,30,12395844
2965,3,12,16004549
4377,6,37,23363963
611,1,34,2693520
4082,6,2,22388223
3360,5,9,18439870
3858,5,3,20939615
2389,2,29,12128709
992,2,8,4993261
2561,4,17,13869817
4756,7,36,25091630
3760,4,39,19224207
3919,7,30,20847268
4256,5,28,22652233
3298,4,23,17722854
1573,3,8,8592416
2832,5,15,14981208
2377,2,25,11938038
636,1,19,2580567
4724,7,19,25671896
1386,2,38,6184777
2571,3,37,12739256
3014,4,24,15751990
1610,3,23,8023741
1175,1,14,6010819
2718,4,28,13995468
2375,2,3,12988806
1594,1,15,7951434
2154,3,30,10917859
4495,5,25,23707826
4508,7,35,23997059
1704,1,14,8928604
3639,6,37,19268483
4613,7,16,24875818
755,1,2,4122111
1228,1,29,5344452
2081,3,13,10768931
2818,4,23,14905359
3590,5,38,18970887
2070,2,33,9998536
4178,6,23,22701806
2447,4,29,12934057
2978,4,5,16430001
2091,2,13,10604053
4391,7,21,23554813
959,1,27,4110102
1758,1,23,8390861
756,1,20,3159756
3798,4,16,20119604
4998,8,24,27351222
1214,1,33,5933222
2229,4,35,11652756
1489,3,20,7978174
1231,1,16,6315915
2519,3,32,12959867
2913,5,0,16055160
859,1,2,5019696
2570,4,20,13881177
3932,7,22,20929907
3203,3,21,16875206
2697,4,38,13706724
3557,5,35,18773942
3873,6,5,20985520
4348,7,40,22565449
4636,7,30,24436570
3904,6,26,21118078
3818,5,27,20402778
2421,4,3,13678840
1323,1,24,6524866
2202,4,10,11703936
1890,2,16,9753597
3891,6,12,21371369
4929,7,19,26546913
4197,5,40,21427231
2929,3,22,15503662
3199,4,39,16079462
2577,4,3,13880761
2409,3,23,12451867
3625,6,39,19122916
3165,4,33,16493163
3944,7,19,21347586
4325,5,1,23662477
3115,5,31,15984629
3843,5,9,21134230
1513,2,26,7723911
1661,1,7,8622053
3020,5,23,16178741
4702,7,33,25007610
858,1,22,3926468
664,2,9,3824328
630,1,4,3390918
4941,7,8,27208577
1265,2,18,6273037
2122,3,35,10764335
1859,1,3,9500271
4478,5,31,23409659
2538,2,16,13469573
3860,6,7,21532710
4937,6,3,27202651
4598,7,28,24692066
4770,6,40,24824601
1941,2,0,10790842
2338,3,22,12070478
4059,5,35,21003374
4123,5,29,21712481
3978,6,12,21630450
3722,4,39,19045591
1516,2,27,7258688
4082,7,24,21785121
2575,4,20,14006802
1606,2,1,9096844
4150,7,18,22867512
3724,6,0,20486812
2253,2,35,11211574
1202,2,21,5942768
3660,6,7,20457107
3893,5,2,21356327
4361,6,33,23313784
1413,2,9,7367755
2186,3,19,11574222
3267,4,22,17604078
4074,5,32,21315472
3896,4,16,20459163
2024,2,30,9827434
4401,6,25,23421388
2091,4,9,11556465
1747,1,22,8666757
1709,1,32,8394082
3016,3,33,15437553
4577,8,21,25129996
1097,1,4,5557279
3316,4,24,17066584
4434,7,11,24261423
2068,2,25,10811393
4628,7,7,25035866
1652,3,3,9441130
1566,1,38,7033654
3109,5,37,15823221
3908,7,1,22091197
3994,7,37,20933389
4742,7,5,26167976
3470,4,26,17949933
4613,7,2,25807961
4254,5,28,22006553
3990,7,21,21396922
4831,7,21,26100060
4248,7,4,23341476
4124,7,4,22602976
1156,2,2,6574520
4773,6,25,25773813
4875,7,17,25998898
1867,1,13,9467168
1360,1,18,6392526
1308,1,31,5910539
777,1,37,3366521
4076,5,4,21936039
3561,5,20,19156415
4019,6,19,21773037
1439,1,30,6634161
3287,4,26,17209065
4743,6,22,24964491
3761,6,21,20570294
4304,5,30,22265074
1791,2,7,9317116
2005,4,4,11163844
837,1,22,4015247
4519,7,21,24018291
1581,3,28,7836178
2640,5,2,14876804
602,1,28,2852999
3017,4,16,15978476
1577,3,35,7504564
3960,6,9,21989704
2988,3,26,15210067
1531,3,9,8494260
3592,6,20,19714981
1588,2,25,8194915
639,1,2,3281858
1807,1,7,9208202
4996,8,14,26975575
2334,2,9,12703087
2911,4,31,15406742
4426,7,33,23695869
1587,2,7,8702317
1356,1,28,6616432
768,1,36,3015586
3277,5,38,17031116
4753,8,4,26097766
3148,5,14,17379557
2807,4,6,14926912
2878,3,16,15015049
1402,3,39,7050043
3750,5,35,19406078
2475,2,27,12777560
1294,2,24,6734251
4179,6,9,22754750
1557,1,16,7478515
2516,4,1,13976114
4898,6,32,25514901
1905,2,33,9101074
3054,4,40,15278876
4399,5,35,22881391
2671,4,17,14655921
2415,4,16,12818149
3446,6,10,18702013
676,1,13,3062270
1257,2,24,6183020
1037,1,27,4765870
4728,7,14,25805315
4434,5,27,23134638
1740,1,2,9507148
2298,2,12,12370838
2554,2,3,13792470
1379,3,5,7356186
1647,3,35,8283020
2626,4,29,13332597
887,2,26,4182718
3596,6,12,19532982
620,1,3,3551203
2400,3,3,13256710
3891,5,15,20898280
2635,3,18,13579838
1763,3,13,9096145
1302,3,40,6095657
3511,4,30,18347623
3971,5,11,21770283
3130,5,39,16227490
1264,1,35,5625519
2756,4,18,14284380
2056,3,18,10439240
4271,7,33,22435858
783,1,39,3494615
1930,3,17,10437888
1687,1,3,8756869
4443,5,0,24493060
4434,6,23,23952326
3934,5,12,21047990
4608,6,35,23881278
1428,2,34,6590366
1124,1,36,5094888
2695,5,11,15148090
813,1,1,4560027
2628,3,30,13698732
4595,8,18,25453080
2382,4,5,13301662
1178,1,23,5733943
3404,4,2,18693652
2277,4,38,11277744
4425,7,40,23325118
2513,3,31,12805206
2207,2,17,11175479
4966,8,29,26680707
4926,7,23,26632494
2411,2,36,11662899
2082,3,4,11670250
1872,1,14,9333955
3023,3,1,16107495
2654,5,20,14293956
3788,6,21,20062786
3718,4,31,19568553
2506,2,25,12416061
2016,2,11,10855109
4619,7,27,24810273
4218,6,8,22817770
891,1,18,4031360
1669,3,12,9270949
777,2,28,3803003
3410,4,4,18861851
4974,7,13,27170849
3477,5,26,18717844
852,2,38,4071604
3733,6,17,20265810
3403,5,38,17662742
2018,3,13,10456185
4765,7,11,25688876
1943,1,12,10084469
797,2,29,3636267
2688,4,26,14411175
2064,3,36,10284269
1577,3,22,8088142
3600,6,5,19742190
4307,7,13,23416493
2681,5,22,14424052
2384,4,23,12603079
1934,1,23,9215608
3374,5,15,18014127
4972,6,30,25994558
3639,6,23,19729922
2589,3,29,13363609
2906,4,14,15850927
1327,2,37,6424326
3356,6,35,17956838
3409,6,29,18060194
4870,6,7,26050907
2168,3,10,11337862
857,1,26,3843214
814,1,2,4367424
4746,6,22,25735864
4431,6,19,23994570
2235,2,6,11534236
2724,3,6,14567938
3278,6,28,17780805
2078,4,19,11443143
3105,5,39,15895470
4357,5,9,23783381
4150,6,34,22021868
1307,2,23,6329378
3114,4,12,16705230
4868,6,15,25920393
4401,7,17,23830454
4893,7,30,25802830
1020,1,9,5384857
1279,2,13,6614668
2089,4,7,11378383
2223,4,15,12104986
3191,3,35,16262660
2561,2,14,12951714
4549,5,2,24462643
1414,3,4,8277944
629,1,7,3418808
4754,7,10,25860525
4376,5,5,24100728
1839,3,7,10281242
1751,1,19,8520480
4493,7,35,23536011
4543,5,8,24833922
4206,5,20,22531322
4038,5,35,20735054
3750,6,24,20390521
4230,7,39,22497933
755,2,11,4270297
3055,3,10,16386103
2470,4,20,12779960
3959,5,23,21355605
1049,1,24,4857195
3365,5,38,17360561
4942,6,11,26672621
934,1,10,5070080
920,2,15,4919164
3629,4,21,19104549
3162,3,19,16852104
3026,5,1,16543087
4928,7,3,27312644
4045,6,11,21882588
1638,3,30,8341852
4976,6,8,27232256
725,1,18,3225515
4214,5,20,22455207
4847,7,9,26278541
821,1,26,3704974
4973,6,0,27577739
2490,3,21,12684901
4058,7,40,21183385
3623,5,14,19247808
3027,4,36,15927368
4204,5,17,22126925
4078,5,13,22051904
1941,3,30,10037863
4251,5,32,22634407
4270,5,7,23353632
826,2,34,4009107
2484,4,26,13143389
1671,3,27,8780440
3929,6,39,20344438
653,2,25,3377648
4556,8,0,25661637
4335,6,36,22741409
2115,2,2,11053760
728,2,25,3565547
1897,3,6,10220991
2011,4,26,10408212
3963,6,11,21869454
2421,4,29,12266872
4262,6,16,23083559
1775,2,2,9394505
2084,3,8,11075606
616,1,17,2572048
3211,3,0,17525484
739,2,30,3149563
2126,4,20,11696222
2298,4,20,12176232
3579,5,16,19528862
3756,5,25,19892024
2803,4,31,14176536
831,2,0,4746616
1802,1,23,9021006
4520,5,32,23559324
4460,7,31,23908611
2283,4,26,12293157
4231,7,10,23404602
2900,3,26,14584328
3108,3,20,16144626
1290,1,15,6781769
3300,6,39,17367267
2005,2,22,10181718
715,1,36,3052795
3463,4,19,18018008
4842,8,13,26758726
2721,4,10,14838060
941,2,1,5037415
1439,2,29,6721810
4945,7,36,26405386
718,2,39,2948918
2490,4,19,12948714
4066,6,6,22283161
3512,4,0,19282733
610,1,25,2908297
4840,8,11,26288053
3323,5,13,17802056
4410,6,29,23764724
2022,3,37,10201279
1257,1,39,5541221
710,1,0,3769216
2642,3,13,13771360
2556,2,19,12985075
3264,6,16,17566682
3489,5,11,18687489
3038,3,22,15896453
3044,5,34,16126421
3950,6,15,21228368
2476,2,27,12394816
3341,6,1,19052122
2241,4,36,11816410
3099,3,32,15782897
2502,2,39,12032890
3947,6,10,21497318
3876,4,38,19606466
3055,5,20,16568526
4473,5,16,24114186
3517,4,18,18688551
3849,6,4,21375434
1045,1,7,5584142
4537,7,18,24917167
799,2,37,3751668
894,2,11,5050239
1855,3,37,9130999
1494,2,7,7645943
2681,3,18,14214580
3734,4,1,20014509
1499,1,26,7039168
4632,8,6,25779928
3916,7,9,21956663
4156,6,11,22278481
2319,3,15,12436467
4093,5,25,21832837
1251,2,36,5839553
4557,8,1,25151682
2183,3,29,11167424
3832,5,16,20201079
4381,6,32,22816206
1348,1,1,7287088
1953,3,12,10222537
2103,3,16,11346577
2828,5,22,14789184
2218,3,10,12092459
1738,1,23,8702375
4675,6,21,24784456
865,2,38,3434422
2469,3,17,13139538
1378,2,34,6536998
2673,3,2,14656321
3520,5,24,18689095
2693,5,37,13825343
1521,3,31,7831913
1887,3,31,9812647
3704,4,29,19174369
3186,3,28,16612390
2314,2,30,11828175
1594,3,24,8340589
1648,2,10,8948749
4654,7,30,24814243
711,1,24,3248645
4134,7,37,22177037
2994,4,4,16420769
3274,5,0,18347321
2401,4,21,12744659
1056,1,12,5169627
1070,2,39,4922423
1910,3,2,10807172
2243,3,9,12417417
4724,7,26,25254684
1007,2,14,5639933
4746,8,13,25724883
3573,5,8,19735524
2262,2,34,11010702
4931,8,16,27286126
2150,4,21,11176087
3277,5,1,17995640
755,1,14,3740240
4643,6,7,25252067
3764,5,15,20187250
1598,1,18,8372589
1379,1,20,6453476
3426,5,13,18493683
3832,5,31,20374401
1888,3,39,9529066
4715,8,20,25580058
4292,5,13,22894701
2525,2,11,13522741
1542,3,18,7799778
2535,2,3,13744657
3314,5,26,17936397
4035,5,3,22219685
772,1,39,3420400
3811,5,4,20466346
2634,4,16,14491012
1150,2,37,5293981
3257,5,9,17933546
2730,3,24,14199881
2005,4,4,11443925
4397,6,8,24029475
2891,4,40,14842577
2058,4,6,11625313
3111,4,22,16129200
778,1,37,2842037
748,1,7,4038741
1113,1,37,4920931
4455,7,9,24510829
1675,1,32,8140071
2043,4,40,9994823
1543,1,16,8027881
3927,7,13,21562712
1591,3,27,8273944
3630,4,2,19310491
3196,4,18,16950728
2425,3,10,13139708
1614,1,8,8411895
2600,3,6,13981882
2725,5,38,14224859
2440,2,14,12954136
3639,6,22,19340262
3947,6,6,21971029
4394,5,13,23484454
1313,2,25,6844138
992,2,12,4992823
3402,6,14,18277849
2222,2,34,11301185
1374,1,15,6804597
2236,2,22,11138425
1316,1,39,5811651
864,2,39,3493545
1942,3,25,9750312
3667,4,16,19730950
944,1,14,4360317
1571,1,36,7005640
4508,5,34,23297286
4345,5,10,23095915
1635,2,34,7796916
1040,1,4,5157129
1967,3,32,10146648
2463,4,36,12597158
997,2,20,4686910
846,1,35,3926474
2103,3,32,10915803
4485,6,8,24452181
1035,1,31,5068693
3596,5,34,18643901
4474,5,32,23074651
2681,5,23,14698354
2234,4,20,12077372
2206,2,37,10477014
4804,6,7,26228598
4268,5,9,23202824
4334,5,25,23129031
1945,1,8,9885251
1970,4,35,10272096
2081,4,18,10814896
4604,6,0,25597073
1162,1,27,5309644
2081,4,38,10535836
2905,5,8,15802419
2056,2,13,10508395
2906,5,32,15014143
3836,6,12,21062640
3369,5,12,18393054
1459,3,5,7764701
4395,6,31,23215377
1862,2,19,9552799
4277,7,21,23075751
4078,6,11,22159444
2944,5,24,15609602
4389,6,23,23683900
3182,3,1,16926078
4256,6,25,22931343
1767,3,1,9911288
915,1,4,4646698
1043,1,5,5421633
801,2,13,3862914
2960,5,0,16107011
1130,1,27,5328191
3726,4,29,19588108
2032,3,39,10393298
4228,6,2,23371976
1224,1,4,6252321
1183,2,7,6277210
1640,2,25,8270702
3047,5,29,16219131
4109,6,24,22204603
2881,3,11,15325151
1416,3,5,7527433
2023,4,9,11375126
2552,4,37,13211530
2983,4,40,15004614
2109,4,26,10774957
3663,6,25,19783221
2397,4,4,12857454
3747,5,28,19924152
3219,4,25,16924965
1291,2,20,6540454
4451,5,22,23970603
2937,5,36,15091590
2343,3,37,11929906
4296,6,16,23417509
1270,1,22,6045779
3724,5,20,19886972
2462,4,10,13512710
3404,5,8,18247602
1670,2,0,9519823
4589,8,32,24688349
2985,5,24,15854558
4983,7,9,26954188
2925,3,35,15098596
960,2,34,4492192
3287,5,30,17213016
3893,4,37,20345737
1453,3,22,7890415
942,2,7,5149184
3754,6,18,20074371
2330,3,12,12755439
1677,1,36,8116282
3722,5,40,19551764
4903,7,39,26018864
1851,2,33,9200841
1346,3,4,7419960
1027,1,3,5196814
3877,5,21,20544963
2140,3,30,10741274
1290,2,26,6066433
2786,3,19,14283709
4397,5,3,24198054
1472,1,31,6774328
2031,3,11,10713713
2537,4,2,13962041
2810,4,35,14281259
4180,6,16,22834741
2871,4,22,14805796
4991,7,8,27528091
4941,7,20,26781760
3824,5,12,20763913
1952,3,19,10154358
4204,7,31,22587639
4460,6,3,24240337
3438,5,18,18162560
3924,6,23,21114846
1118,1,26,5592039
2613,5,26,13542637
2999,4,35,15361363
4326,6,3,23825523
2560,4,20,13416926
3531,5,22,19114112
755,2,9,4043550
3966,7,31,21540017
2530,3,36,12935436
2448,3,28,12753582
4495,7,12,24327090
727,2,32,2943039
2321,3,30,11698539
3739,6,38,19891624
2917,4,3,16111593
3122,4,36,15702347
3992,5,5,21881101
4626,6,32,24105510
3959,5,39,20507546
1377,1,25,6298758
3233,4,4,17458875
1414,3,39,6718220
3319,4,12,18066459
635,1,9,3142351
2382,2,35,11941192
1491,2,1,8321161
1646,1,31,7945254
4816,8,31,25641473
834,1,2,4181368
1241,2,4,7052734
2677,3,23,13734874
2148,3,33,11057427
1168,2,40,5284762
612,1,16,2807777
2055,2,5,11056417
4910,8,11,27079206
739,2,15,4149834
4991,7,24,27101947
3326,4,2,17896512
1169,1,31,4984951
4626,8,26,25261730
4420,7,5,24097635
3267,6,3,18068762
967,1,23,4546421
2392,2,3,12922624
4987,8,37,26295451
2572,4,29,13581919
2367,2,23,12437093
4323,5,24,23023755
4390,5,2,23571951
3259,6,35,17017985
3942,5,40,20055722
2658,4,14,14665899
4866,6,25,25619027
829,1,31,3578170
1244,1,0,6644850
2880,5,28,15515926
2579,3,6,13921621
3562,5,31,18339817
640,1,34,2659133
2252,3,1,12139217
4582,7,39,23938312
2502,2,34,12251911
1616,3,19,8756415
2611,4,10,14233250
3925,7,40,20436269
1527,2,25,7375626
2151,3,1,11974499
1832,2,14,9733398
4038,6,20,21484555
1611,3,29,7921563
1468,2,12,7661146
4249,5,18,22469766
2157,3,36,10509989
1517,1,3,7895030
3546,5,12,19477804
1575,3,3,8909014
4081,7,37,21855622
1735,1,19,8460000
4615,6,19,24874239
1623,1,29,7882442
1683,2,36,8502349
3717,5,11,19836567
1661,2,16,8974552
3435,4,23,17718854
3111,5,0,16881825
943,1,20,4368146
3998,6,20,21616478
2988,4,38,15655709
2581,2,34,13157285
3332,5,16,17889782
4068,7,37,21681416
1790,2,16,9304054
1452,1,38,6379064
2799,3,28,14039417
4092,7,14,22338417
4561,6,8,25049717
963,1,27,4636187
3288,4,11,17300158
3537,6,28,18896571
4506,5,11,24562131
4331,6,12,23798794
757,2,28,3497813
4541,7,0,24861159
1563,3,34,7561397
1191,1,16,5578680
1295,2,10,6513920
4555,7,25,24620803
2322,4,18,12764931
4648,6,20,25187410
2229,4,31,11934948
4972,8,9,27123710
3613,6,26,19153490
3447,6,29,18732509
2147,2,6,11098572
3723,4,26,19683719
1860,1,2,10218211
3278,5,8,17933342
2276,2,13,11647745
1696,1,5,9244058
1157,1,29,5324353
3564,4,10,19422738
2392,2,7,12774676
1729,2,23,9106655
3857,5,16,20815515
1448,2,32,6772804
950,1,28,4579362
1310,2,10,7011860
1293,1,23,6498986
2195,4,28,11441663
4419,7,5,23972851
4682,6,8,25395104
1455,1,10,7188274
2320,4,21,12566087
759,2,30,3378114
2082,3,14,11051056
1315,2,31,6261650
4738,7,25,25249205
3911,6,28,21178500
4948,8,26,26431131
927,2,21,4397497
1557,3,31,7744409
4870,8,30,26221269
1497,2,8,7610170
2637,3,7,14269431
1125,1,11,5792024
2938,5,20,16126754
2320,4,12,12532539
753,1,36,3451923
1413,2,25,7436350
4180,5,35,21402969
3396,6,18,18050414
2984,5,0,16628874
4576,7,7,25085594
1530,2,1,8635267
970,2,22,4918971
3975,5,14,21083887
1255,2,0,7215116
3110,5,31,16053084
1974,4,11,10602981
3495,5,29,18205044
615,1,33,2335758
809,2,27,3938084
1811,1,32,8351196
729,1,39,2913590
1092,2,1,6307026
907,2,7,4746707
2924,4,30,15046395
3492,4,36,17589365
1594,3,23,8640375
3862,6,8,21373766
2265,4,0,12269286
1173,1,1,6274715
1384,2,37,6656766
1565,1,15,8307650
803,1,14,3603344
3520,5,1,19544527
2867,5,17,15824647
2881,5,15,15250453
4467,6,20,23562000
4148,5,0,22941047
3730,5,15,20026458
2215,2,38,10976963
761,2,19,4092123
2757,3,27,13891077
3355,4,4,18067754
1097,1,2,6063362
4696,8,19,25719576
4520,7,32,23908687
827,1,34,3670422
4876,7,34,25695140
1560,3,33,7794763
4667,6,12,24962292
3269,5,34,16938311
4361,6,36,23147700
2905,5,11,16196787
4560,7,20,24471667
2754,3,31,14346493
1898,1,21,9646499
960,1,11,4638706
1317,3,8,7515143
1098,1,30,5408893
3724,6,6,20536992
1320,3,39,5989689
1603,3,29,7934927
4392,7,38,23105676
4715,8,21,25987983
2054,2,31,10369096
1145,2,3,6278128
1313,2,36,6098821
1740,3,10,9758486
1071,1,25,5406272
4288,5,18,22649357
4676,7,34,25011051
2449,4,8,13581047
1069,2,8,5883282
1014,1,1,5615145
1068,1,16,5181845
1892,1,38,8738973
2059,4,33,10529537
2297,3,5,12788816
1170,2,35,5705236
1720,2,13,8868977
1394,2,28,7161604
899,2,0,5131619
1479,3,1,8476157
3449,6,1,18967482
3824,4,14,20130571
2878,5,16,15686368
691,1,11,3846804
1443,3,17,7764821
4017,7,34,21256455
2549,2,32,13113854
1652,1,5,8782754
3549,5,18,19241257
930,1,27,3900243
2695,5,9,14851445
2350,4,9,12737390
1492,1,31,7167722
3112,5,28,16289321
3718,6,28,20001307
1202,1,22,6043482
4890,8,6,27232816
1600,3,7,8746461
3386,4,21,17705018
2551,4,17,13561369
3021,5,17,16211705
4031,5,34,20661865
